GA ID,SURV_CODE,SURVEY_NAME,DATA_TYPE,VESSEL,START_DATE,END_DATE,START_PORT,END_PORT,DATA_OWNER,SYSTEM,TVU,Licence
,NIDEM_246,CapeRange,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_247 ,NapierBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_248,Melbourne,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_249,HerveyBay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_250,Geelong,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_251 ,Warruwi,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_252 ,Lagrange,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_253,Bundaberg,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_254,KagarReef,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_255 ,BuckinghamRiver,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_256,Mackay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_258 ,CrocodileIslands,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_259,CapeDirection,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_26,PenrithIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_260,NthShoalwaterBay,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_262 ,LawleyRiver,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_263,RaineIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_264,GippslandWest,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_265 ,GulfofCarpentaria,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_266,MiddleIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_267,FlindersIslandNorth,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_268 ,Yawajaba,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_269,Gladstone,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_27,Swansea,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_270 ,EightyMileBeach,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_271 ,Learmonth,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_273 ,FieldIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_275 ,CassiniIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_276,SESwainReefs,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_277 ,CapeInscription,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_278 ,BarrowIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_279 ,MontebelloIslands,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_28,Raminea,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_280,TraversIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_281 ,Carpentaria,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_282 ,Geraldton,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_283 ,Traverse,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_284,BatemansBay,NIDEM v2.0,na,na,na,NSW,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_285,TernIslet,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_286,Bridport,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_287 ,CoralBay,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_288,Woolnorth,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_289 ,StewardIslands,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_290,Torquay,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_292 ,JunctionBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_293,Devonport,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_294,DealIsland,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_296,NSWQld,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_298 ,Jemarnde,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_299 ,AdeleIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_3   ,LacrosseIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_30  ,ConderPoint,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_300,GreatSandyStrait,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_301 ,Esperance,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_302,WesternPort,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_304 ,Nanga,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_305 ,KingGeorgeRiver,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_306 ,Kalbarri,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_31  ,MelvilleIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_33  ,Darwin,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_34  ,MassacreInlet,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_37  ,Nyuldora,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_38  ,Denham,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_39,Greenhill,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_4,Bowen,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_40,Cairns,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_41,ScawfellIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_43,ForsythIsland,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_44,CapeYork,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_45  ,MarchinbarIsland,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_46  ,BiggeIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_47  ,WildmanRiver,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_48,BurdekinRiver,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_49  ,BoongareeIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_5,CurtisGroup,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_50  ,Minjilang,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_51,VrilyaPoint,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_52  ,TroughtonIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_53  ,AnnaPlains,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_55  ,Wyndham,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_56  ,ElsieIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_57,KingIslandNorth,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_58  ,Alyangula,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_6   ,Wurrumiyanga,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_61  ,LimmenBightRiver,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_62,BountifulIsland,NIDEM v2.0,na,na,na,QLD,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_63  ,LongIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_65  ,StrettonStrait,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_66,Proserpine,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_67  ,WalcottInlet,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_69  ,Madura,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_7   ,AurariBay,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_70,WestIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_71  ,Kimbolton,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_72  ,DampierPeninsula,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_73 ,Adelaide,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_75  ,Pardoo,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_76,MoretonIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_77  ,WildcatReefs,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_78  ,SundayIsland,NIDEM v2.0,na,na,na,WA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_79 ,Beachport,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_8,LakesEntrance,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_80,Haslam,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_83,CornerInlet,NIDEM v2.0,na,na,na,VIC,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_85,HornIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_86,NEFraserIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_87,TownshendIs,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_88,KingIslandSouth,NIDEM v2.0,na,na,na,TAS,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_89  ,VeronIslands,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_9,WhitsundayIsland,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_90 ,CapeBorda,NIDEM v2.0,na,na,na,SA,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_92  ,GarigGunak,NIDEM v2.0,na,na,na,NT,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_95,NorthNSW,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_97,SthCapricorns,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NIDEM_99,PennefatherRiver,NIDEM v2.0,Digital Earth Australia,na,na,na,na,GA,NIDEM v2.0,0.5,Digital Earth Australia
,NOVA1BHO,NovaBank,singlebeam,RV Horizon,18/05/1967,22/05/1967,unknown,unknown,SIO,unknown,IHO S44 2,Scripps Institute of Oceanography
,NSW,MarineLidarProject,lidar,LADS,1/07/2018,1/12/2018,unknown,unknown,NSW DPIE,LADS HD,IHO S44 1b,"CCBY4.0 Attribute 'NSW Department of Planning, Industry and Environment' in publications using this data."
,PortBrisbane,MoretonBay,multibeam,MV Jim Peel,1/01/2009,31/12/2010,Brisbane,Brisbane,Port of Brisbane,Reson 7125 (400 kHz),IHO S44 1a,
,PortBrisbane,PointCartwright,multibeam,MV Jim Peel,1/03/2009,31/10/2009,Brisbane,Brisbane,Port of Brisbane,Reson 7125 (400 kHz),IHO S44 1a,
,PortCairns,TrinityBay,singlebeam,Tribulation/Nyleta,unknown,unknown,Cairns,Cairns,Ports North,Atlas DESO 300 (200kHz),IHO S44 1b,Ports North
,PortTownsville,ClevelandBay,singlebeam,Seahawk/Brolga,unknown,unknown,Townsville,Townsville,Port of Townsville,Navisound 210/Navisound 420,IHO S44 1b,Port of Townsville
,PPC1,GuamSydney,multibeam,RV Gelendzhik,20/04/2008,23/06/2008,Guam,Sydney,Tyco Telecom,Simrad EM12S (12 kHz),IHO S44 1b,
GA4442,RR1003,WellingtonKaoshsiung,multibeam,RV Roger Reville,28/02/2010,17/03/2010,Wellington,Kaoshsiung,SIO,Seabeam 2112 (12 kHz),IHO S44 1b,Geoscience Australia
GA4478,RR1510,NapierColombo,multibeam,RV Roger Reville,7/07/2015,31/07/2015,Napier,Colombo,SIO,Kongsberg EM122 (12 kHz),IHO S44 1b,Geoscience Australia
GA0267,Seeps,Sigs,multibeam,RV Parmelia K,1/03/2004,21/03/2004,Darwin,Broome,GA,Seabeam 1185 (180 kHz),IHO S44 1b,Geoscience Australia
,Sentinal,CairnsCooktown,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,CairnsCooktownReef,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,FarNorthQld,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,FarNorthQldReef,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,MackayCapricorn,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,MackayCapricornReef,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,TownsvilleWhitsunday,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
,Sentinal,TownsvilleWhitsundayReef,SDB,Sentinal2,na,na,na,na,GBRMPA,physics,15% + 0.5,GBRMPA
"Some MBES, SBES, Lidar material in the product was sourced from the Australian Hydrographic Office (AHO).  Some data points were also sourced from AHO published Electronic Navigation Charts (ENC).",,,,,,,,,,,,
,SI1001,ApproachNewcastle,multibeam,Guardian Geomatics,1/12/2020,30/04/2021,Newcastle,Newcastle,AHO,unknown,IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1002,BeagleGulf,multibeam,PrecisionHydrographicServices,9/07/2020,25/10/2020,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1003,NWVanDiemenGulf,multibeam,Guardian Geomatics,1/08/2021,30/12/2021,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1004,WestApproachTorresStrait,multibeam,MV Pacific Conquest/Blue Shadow 02,29/10/2020,21/02/2021,Thursday Island,Thursday Island,AHO,Kongsberg EM2040/EM2040P (200-400 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1005,TorresStraitUKCMA,multibeam,EGS Survey,1/12/2021,24/01/2022,Thursday Island,Thursday Island,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1006,GreatNorthEastChannel,multibeam,MV Offshore Guardian/MV Special Order,4/02/2021,14/04/2021,Thursday Island,Thursday Island,AHO,Kongsberg EM2040/Norbit iWBMsh (200-400 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1007,GBRTwoWayRoute,multibeam,unknown,unknown,unknown,Cairns,Cairns,AHO,unknown,IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1008,GulfStVincent,multibeam,Fugro Marine Australia,27/08/2020,21/12/2020,Adelaide,Adelaide,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1010,ApproachBroome,multibeam,EGS Survey,5/08/2020,2/10/2020,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1011,MavisReefEast,multibeam,Neptune Geomatics,22/09/2020,8/01/2021,Darwin,Darwin,AHO,R2Sonic 2024 (350 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1012,BackstairsPassage,multibeam,PrecisionHydrographicServices,12/01/2021,16/04/2021,Adelaide,Adelaide,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1013,KingIsland,multibeam,unknown,1/01/2021,31/07/2021,unknown,unknown,AHO,Kongsberg EM2040C (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1014,,lidar,,,,,,AHO,,IHO S44 1b,Contact hydro.licensing@defence.gov.au
,SI1015,NWCamdenSound,multibeam,Neptune Geomatics,21/09/2021,9/01/2022,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1016,NorthEastBeagleGulf,multibeam,Guardian Geomatics,3/05/2021,7/07/2021,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1018,GreatNorthEastChannelSW,multibeam,EGS Survey,5/02/2022,2/04/2022,Thursday Island,Thursday Island,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1020,BanksStrait,multibeam,MV Offshore Solution,28/02/2021,6/05/2021,unknown,unknown,AHO,Kongsberg EM2040C (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1024,BanksStraitCapeBarren,multibeam,iXblue,6/12/2021,12/04/2022,Unknown,Unknown,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1027,ClarenceStrait,multibeam,PrecisionHydrographicServices,10/07/2022,9/10/2022,Darwin,Darwin,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1029,HayPtHydrographersPass,multibeam,MV SeaRanger,19/08/2022,8/11/2022,Hay Point,Hay Point,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1035,CapeBarrenBabellIsland,multibeam,NeptuneGeomatics,20/01/2022,16/06/2022,Unknown,Unknown,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
,SI1036,NorthEastFlindersIsland,multibeam,Guardian Geomatics,16/12/2021,7/05/2022,Unknown,Unknown,AHO,Kongsberg EM2040 (300 kHz),IHO S44 1a,Contact hydro.licensing@defence.gov.au
GA2486,SO183L3,Pabesia,multibeam,RV Sonne,22/08/2005,13/09/2005,Durban,Darwin,GUHB,Kongsberg EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2487,SO185,Vital,multibeam,RV Sonne,14/09/2005,7/10/2005,Darwin,Jakarta,UKIEL,Kongsberg EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2418,SO1902007,DarwinWellington,multibeam,RV Sonne,30/12/2006,7/01/2007,Darwin,Wellington,IFM GEOMAR,Simrad EM-120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2417,SO190L12,Sindbad,multibeam,RV Sonne,11/10/2006,23/12/2006,Darwin,Darwin,IFM GEOMAR,Kongsberg EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA2498,SO2032009,TownsvillePNG,multibeam,RV Sonne,27/10/2009,29/10/2009,Townsville,PNG,JCU,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA4353,SO2152011,NZAus,multibeam,RV Sonne,7/06/2011,10/06/2011,Kermadec Ridge,Townsville,JCU,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
GA4354,SO2162011,AusPNG,multibeam,RV Sonne,15/06/2011,17/06/2011,Townsville,New Britain,JCU,Simrad EM120 (12 kHz),IHO S44 1b,Geoscience Australia
,SO2282013,PNGAus,multibeam,RV Sonne,14/06/2013,21/06/2013,PNG,Townsville,JCU,Simrad EM120 (12 kHz),IHO S44 1b,
,SO2292013,AusNewCaledonia,multibeam,RV Sonne,1/07/2013,4/07/2013,Townsville,Noumea,JCU,Simrad EM120 (12 kHz),IHO S44 1b,
,SO2562017,AucklandDarwinEM122,multibeam,RV Sonne,17/04/2017,9/05/2017,Auckland,Darwin,JCU,Kongsberg EM122 (12 kHz),IHO S44 1a,
,SO2562017,AucklandDarwinEM710,multibeam,RV Sonne,17/04/2017,9/05/2017,Auckland,Darwin,JCU,Kongsberg EM710 (70/100 kHz),IHO S44 1a,
GA0210,SOJN07MV,HobartMelbourne,multibeam,RV Melville,10/04/1997,17/04/1997,Hobart,Melbourne,SIO,Seabeam 2000 (12 kHz),IHO S44 1a,AusSeabed
GA0318,SOL4930,MontgomeryReef,multibeam,RV Solander,6/07/2009,21/07/2009,Exmouth,Broome,AIMS,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0319,SOL4931,ScottReef,multibeam,RV Solander,24/07/2009,7/08/2009,Broome,Broome,AIMS,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0321,SOL4933,KimberleyDarwin,multibeam,RV Solander,15/08/2009,24/08/2009,Broome,Darwin,AIMS,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0322,SOL4934,BonaparteGulf,multibeam,RV Solander,27/08/2009,24/09/2009,Darwin,Darwin,GA,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0325,SOL5117,BonaparteGulf,multibeam,RV Solander,31/07/2010,27/08/2010,Darwin,Darwin,GA,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0335,SOL5463,PetrelSubBasin,multibeam,RV Solander,3/05/2012,31/05/2012,Darwin,Darwin,GA,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0339,SOL5650,OceanicShoals,multibeam,RV Solander,12/09/2012,6/10/2012,Broome,Broome,GA/AIMS,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0340,SOL5754,BrowseBasin,multibeam,RV Solander,1/05/2013,30/05/2013,Broome,Broome,GA,Kongsberg EM3002D (300 kHz),IHO S44 1b,Geoscience Australia
GA0351,SOL6187,OuterDarwinHarbour,multibeam,RV Solander,25/05/2015,23/06/2015,Darwin,Darwin,GA/DLRM/AIMS,Kongsberg EM2040C (300 kHz),IHO S44 1b,Geoscience Australia
GA4312,SS032010,KimberleyShelf,multibeam,RV Southern Surveyor,14/04/2010,5/05/2010,Broome,Port Hedland,CMAR,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0270,SS052004,KennPlateau,multibeam,RV Southern Surveyor,3/05/2004,27/05/2004,Sydney,Noumea,GA,Simrad EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA0282,SS052005,ArafuraSea,multibeam,RV Southern Surveyor,30/04/2005,29/05/2005,Darwin,Darwin,GA,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
GA2437,SS052007,NWBio,multibeam,RV Southern Surveyor,7/06/2007,7/07/2007,Dampier,Darwin,CMAR,Kongsberg EM300 (30 kHz),IHO S44 1b,Geoscience Australia
